host	repo	path	branch	head	state	nfiles	nnovel	nadd	ndel	code_add	trk_dirty	untracked	issue	cdate	verdict	rule	subject	topdirs	novelfiles	wtdir	why
120	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_jmut/wt	jmut/gate-mutation-fixtures-both	1b1becec7	UNLANDED	24	24	1474	60	1101	0	0		2026-08-19	RECOVER	R2	fix(gates): classify the baseline, and refresh the programs index	tools/ci,vibe-ic-marketplace/plugins	tools/ci/run_plugin_self_audit.sh,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/gate_mutation_fixture_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/gate_mutation_fixtures/argparse-help-format/can_pass/programs/example_cli.py,vibe-ic-marketplace/plugins/vibe-ic/programs/gate_mutation_fixtures/argparse-help-format/fixture.json,vibe-ic-marketplace/plugins/vibe-ic/programs/gate_mutation_fixtures/argparse-help-format/mutate.py		1101 authored lines absent from main (+373 regenerable)
120	/home/reyerchu/_agentjob_lgate/repo	/home/reyerchu/_agentjob_lgate/cand	(detached)	65a5d63d0	UNLANDED	16	13	943	2596	940	0	0	1734	2026-08-17	ABANDON	A6	v1.10.65 — a pytest marker can no longer license a bound the driver never honours (#1734)	.claude-plugin/marketplace.json,README.md,tools/test_d9_flow_gate_reality.py,vibe-ic-marketplace/.claude-plugin,vibe-ic-marketplace/plugins,vibe-ic-marketplace/README.md	README.md,tools/test_d9_flow_gate_reality.py,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/mcp-eda/src/devices/fpga/terasic-de10lite/driver.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ci_harness_timeout_ceiling_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ci_targeted_test_select.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ci_harness_timeout_ceiling_check.py	present	issue #1734 landed; this tree is 2596 lines behind main and holds 940 authored - a superseded attempt
120	/home/reyerchu/_agentjob_lgate/repo	/home/reyerchu/_agentjob_lgate/gate	(detached)	f6b0e77dd	LANDED_FILE	0	0	0	0	0	0	1	1716	2026-08-17	LANDED	L0	fix(benchmark): close PR 1702 verification gaps [v1.10.64] (#1716)			present	holds 0 lines main lacks (it is 0 lines BEHIND main)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_w7/wt	w7-invariant-locality	9e3dc3895	UNLANDED	12	1	4	56	4	0	0		2026-08-19	LANDED	L3	feat(w7): per-package INVARIANTS.json, enforced by the existing test gate	tools/ci,tools/phase1_engine,vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md		this tip landed in main under the same prose; tree is 56 lines behind
120	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_w7b/wt	w7b-invariant-locality	a1fad6024	UNLANDED	13	5	488	61	488	0	0		2026-08-19	RECOVER	R2	docs(w7): record what was built against the source study's own verdict	docs/research,tools/ci,tools/phase1_engine,vibe-ic-marketplace/plugins	docs/research/2026-08-19-deepseek-harness-source-study.md,vibe-ic-marketplace/plugins/vibe-ic/docs/architecture/PACKAGE_INVARIANTS.md,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/package_invariants_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_package_invariants_check.py		488 lines in 5 file(s) absent from main
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes11_scratch/plugin_1956	fix/bsdl-escaped-identifier-ports	acf988f3c	UNLANDED	4	1	13	238	13	0	0		2026-08-02	ABANDON	A5	Merge remote-tracking branch 'origin/main' into fix/bsdl-escaped-identifier-ports	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/fault_scan_chain_insert.py		merge-queue integration scratch; only 13 lines absent from main
120	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_cv_sub_pr_l10stim	fix/l10-case-must-not-restate-its-own-stimulus	c30f90f4b	LANDED_PATCH	2	0	100	1829	100	0	0		2026-08-03	LANDED	L1	fix(phase1): a harvested test case restated its own stimulus as its oracle	vibe-ic-marketplace/plugins		REMOVED	content already in main (landed_patch); 100 stale authored lines remain; worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
120	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_cv_sub_pr_lvspower	fix/lvs-power-model-from-the-pdks-own-lef	d409ad3ef	LANDED_PATCH	5	0	899	9034	899	0	0		2026-08-03	LANDED	L1	fix(lvs): the power model was unavailable to every project-staged PDK	vibe-ic-marketplace/plugins		REMOVED	content already in main (landed_patch); 899 stale authored lines remain; worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
120	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_cv_sub_pr_metalstack	fix/staged-pdk-metal-stack-must-be-declared	3c3374431	UNLANDED	2	1	890	9016	890	0	0		2026-08-03	LANDED	L3	fix(pdk): a staged PDK's metal stack was chosen by filesystem order	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_staged_pdk_metal_stack_must_be_declared.py	REMOVED	this tip landed in main under the same prose; tree is 9016 lines behind; worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
120	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_cv_sub_pr_pathpin	fix/a-file-path-is-not-a-port-declaration	8dd389ade	LANDED_PATCH	2	0	99	1842	99	0	0		2026-08-03	LANDED	L1	fix(phase1): a file path in a document was read as a port declaration	vibe-ic-marketplace/plugins		REMOVED	content already in main (landed_patch); 99 stale authored lines remain; worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/wt	spare-tieoff-fanout	1ed16fc92	LANDED_PATCH	4	0	694	7966	694	0	0	563	2026-08-04	LANDED	L1	spare-tie #563 test: the driver name is per-spare now, the property is not	vibe-ic-marketplace/plugins			content already in main (landed_patch); 694 stale authored lines remain
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/wt2	phase1-top-from-staged-rtl	ddd83e89d	LANDED_PATCH	2	0	31	857	31	0	0		2026-08-04	LANDED	L1	phase 1 read every input document and none of the input RTL	vibe-ic-marketplace/plugins			content already in main (landed_patch); 31 stale authored lines remain
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_caravel_user_project_sky130A_c3_scratch/wt2	staged-sdc-survey	4157e4e7e	UNLANDED	2	1	681	7553	681	0	0		2026-08-04	LANDED	L3	sdc: the deck said the design supplied no constraints, having looked in two places it does not use	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py		this tip landed in main under the same prose; tree is 7553 lines behind
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_caravel_user_project_sky130A_scratch/wt_fix	fix-run-image-not-used-and-setundef-before-hilomap	5f695f533	LANDED_PATCH	6	0	791	8588	791	0	0		2026-08-03	LANDED	L1	the run verified one image and used another; and hilomap never saw a constant	vibe-ic-marketplace/plugins			content already in main (landed_patch); 791 stale authored lines remain
120	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_o_subservient_sky130A_c2_scratch/wt-attr	fix/source-manifest-per-file-attribution	384b036e6	LANDED_FILE	2	0	0	0	0	0	0		2026-08-04	LANDED	L0	fix(source-manifest): authorship asserted without ever opening the file	vibe-ic-marketplace/plugins		REMOVED	holds 0 lines main lacks (it is 0 lines BEHIND main); worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
120	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_o_subservient_sky130A_c2_scratch/wt-clause	fix/en-must-clause-bold-tolerance	729ee0204	LANDED_FILE	2	0	0	0	0	0	0		2026-08-04	LANDED	L0	fix(spec-artifact): a bolded English MUST was not a MUST	vibe-ic-marketplace/plugins		REMOVED	holds 0 lines main lacks (it is 0 lines BEHIND main); worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
120	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_o_subservient_sky130A_c2_scratch/wt-decl	fix/declaration-emitter-contract-driven	e53c8aede	LANDED_PATCH	2	0	119	3808	119	0	0		2026-08-04	LANDED	L1	fix(declaration): the producer could not read the contract it had to satisfy	vibe-ic-marketplace/plugins		REMOVED	content already in main (landed_patch); 119 stale authored lines remain; worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_rt_caravel_user_project_scratch/wt_fix	fix/a-negated-die-area-is-not-a-mandate	b428ba4be	UNLANDED	2	1	5	5	5	0	0		2026-08-03	LANDED	L3	fix(floorplan): a die area the document DENIES must not become its mandate	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/floorplan_contract.py		this tip landed in main under the same prose; tree is 5 lines behind
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_sha3_scratch/wt_aging	fix/aging-sta-times-the-routed-netlist	7b9068d03	LANDED_PATCH	1	0	956	11314	956	0	0		2026-08-01	LANDED	L1	fix(phase3): the aging-corner STA timed the pre-PnR netlist with no SPEF on the nominal liberty, so its verdict was about neither the netlist nor the corner bei	vibe-ic-marketplace/plugins			content already in main (landed_patch); 956 stale authored lines remain
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_sha3_scratch/wt_fs1	fix/fmeda-fs1-declaration-and-unmeasured	7fdf9e40f	LANDED_PATCH	1	0	74	153	74	0	0		2026-08-01	LANDED	L1	fix(fmeda): FS1 declared ASIL-D from an English word in an RTL comment, then published a DC it never measured	vibe-ic-marketplace/plugins			content already in main (landed_patch); 74 stale authored lines remain
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_sha4_scratch/wt_atpgdiscard	sha4/atpg-measurement-discarded-after-budget	baab027d0	LANDED_PATCH	2	0	11	97	11	0	0		2026-08-01	LANDED	L1	Merge origin/main (0f8ba45d) into the branch — rebase-in, never force-push	vibe-ic-marketplace/plugins			content already in main (landed_patch); 11 stale authored lines remain
120	/home/reyerchu/vibe-ic	/home/reyerchu/_c_sha4_scratch/wt_dftcap	sha4/dft-precondition-not-capability	1d8266755	UNLANDED	2	1	159	4238	159	0	0		2026-08-01	RECOVER	R2	Merge origin/main (0f8ba45d) into the branch — rebase-in, never force-push	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/design_one_shot_runner.py		159 lines in 1 file(s) absent from main
120	/home/reyerchu/vibe-ic	/home/reyerchu/_cf2_P2	cf2	b3a010e38	UNLANDED	54	39	2815	9680	2698	0	0	1251	2026-08-13	ABANDON	A6	#1251	benchmark-data/evidence_citation_baseline.json,docs/ENGINEERING_METRICS.md,docs/INSTALL.md,README.md,tools/ci,tools/git-hooks	README.md,benchmark-data/evidence_citation_baseline.json,docs/ENGINEERING_METRICS.md,docs/INSTALL.md,tools/ci/_gate_dispatch.sh,tools/ci/aggregate_host_independence.py,tools/git-hooks/pre-push,tools/liar_census.py,tools/test_liar_census.py,tools/vibeic-eda/EDA_FORK_SYNC_LOG.md,tools/vibeic-eda/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/mcp-eda/INSTALL_GUIDE.md		issue #1251 landed as 3a3d1eae5 "test: four phase3 cache tests stopped testing caching, and one could n"; this tree is 9680 lines behind main and holds 2698 authored - a superseded attempt
120	/home/reyerchu/vibe-ic	/home/reyerchu/_cf_P2	cf_batch	fcab07e36	UNLANDED	131	47	3064	15479	2944	0	0		2026-08-13	ABANDON	A3	[v1.10.36] candidate batch P2	benchmark-data/evidence_citation_baseline.json,.claude-plugin/marketplace.json,docs/ENGINEERING_METRICS.md,docs/INSTALL.md,README.md,tools/ci	README.md,benchmark-data/evidence_citation_baseline.json,docs/ENGINEERING_METRICS.md,docs/INSTALL.md,tools/ci/_gate_dispatch.sh,tools/ci/aggregate_host_independence.py,tools/git-hooks/pre-push,tools/liar_census.py,tools/test_liar_census.py,tools/vibeic-eda/EDA_FORK_SYNC_LOG.md,tools/vibeic-eda/README.md,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml		spent landing staging tree for v1.10.36; main is v1.11.18
120	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_blind	d9/fix-the-blind-rulers	1210a8742	UNLANDED	9	9	602	579	602	0	0		2026-08-12	RECOVER	R2	steps 14 and 36: measured NOT blind — and step 14's netlist audit had no test	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/eda_report_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/rtl_hygiene_lint.py,vibe-ic-marketplace/plugins/vibe-ic/programs/sdc_syntax_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_eda_report_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_report_wrappers.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_rtl_hygiene_lint.py		602 lines in 9 file(s) absent from main
120	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_d9b	d9/phase0-corpus-baseline	f22233eea	UNLANDED	5	5	109323	397	24	0	0		2026-08-11	LANDED	L3	baseline: measure every unwired content-reading checker across the published corpus	benchmark-data/evaluation,tools/d9_corpus_baseline.py,tools/test_d9_corpus_baseline.py	benchmark-data/evaluation/d9_phase0_corpus_baseline/FINDINGS.md,benchmark-data/evaluation/d9_phase0_corpus_baseline/corpus_baseline.json,benchmark-data/evaluation/d9_phase0_corpus_baseline/corpus_baseline.md,tools/d9_corpus_baseline.py,tools/test_d9_corpus_baseline.py		this tip landed in main under the same prose; tree is 397 lines behind
120	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_i983	fix/983-984-flow-declarations	f629a24fe	UNLANDED	7	6	294	4709	178	0	0	983	2026-08-11	ABANDON	A6	census: regenerate the 63x8 derived figures for the step-29 declaration	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/matrix_d3_output_manifest.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/flowref.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_flow_declaration_does_not_silence_its_producer.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_ledger.py		issue #983 landed as 2c8816729 "flow declaration (#983, #984): declare step 29's substance report; ref"; this tree is 4709 lines behind main and holds 178 authored - a superseded attempt
120	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_p1b	d9/phase1-em-and-power-can-redden	798ddfaff	UNLANDED	9	8	236	3483	236	0	0		2026-08-11	LANDED	L3	step 25 and step 33 read a number, report it, and never compare it — one gets a comparison, the other gets an honest refusal	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/em_peak_current_authority_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/flow_compliance_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/matrix_mutation_ledger.py,vibe-ic-marketplace/plugins/vibe-ic/programs/power_total_vs_budget_check.py		this tip landed in main under the same prose; tree is 3483 lines behind
120	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_page2	docs/d9-flow-gate-page	5295b42eb	UNLANDED	5	4	198	20	16	0	0		2026-08-11	RECOVER	R2	fix(d9-page): the section hand-typed one number it also derives, so it drifts silently	benchmark-data/evaluation,tools/d9_flow_gate_reality.py,tools/gen_flow_gate_d9_section.py,tools/test_d9_flow_gate_reality.py	benchmark-data/evaluation/d9_flow_gate_reality/d9_reality.json,benchmark-data/evaluation/d9_flow_gate_reality/d9_section.html,tools/gen_flow_gate_d9_section.py,tools/test_d9_flow_gate_reality.py		16 authored lines absent from main (+182 regenerable)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_pin	d9/phase1-unblock-the-prover	35e4aafa4	UNLANDED	7	5	103	2528	103	0	0	996	2026-08-11	ABANDON	A6	isolation: the mutant arm found the guard was unreachable from its own test (#996)	tools/d9_corpus_baseline.py,vibe-ic-marketplace/plugins	tools/d9_corpus_baseline.py,vibe-ic-marketplace/plugins/vibe-ic/programs/matrix_mutation_ledger.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d5_deps_correct.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_mutation_ledger.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_run_isolation.py		issue #996 landed as 34277443a "D9 Phase 1: unblock the prover (#998) + the shared isolation harness ("; this tree is 2528 lines behind main and holds 103 authored - a superseded attempt
120	/home/reyerchu/vibe-ic	/home/reyerchu/_gk1347	(detached)	6568bad09	UNLANDED	4	4	687	460	682	0	0	1347	2026-08-19	RECOVER	R2	fix(#1347): a name in a sentence is not an execution path	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_baseline.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1347_a_name_in_a_sentence_is_not_a_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue659_triage_note_premise.py		682 authored lines absent from main (+5 regenerable); issue #1347
120	/home/reyerchu/vibe-ic	/home/reyerchu/_gk1704	(detached)	d30b82d28	UNLANDED	2	2	10	44	3	0	0	1704	2026-08-19	ABANDON	A6	ratchet(#1704): re-derive the three baselines on the published corpus, and record why they moved	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/step_internal_fail_bubble_up_baseline.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1704_a_moved_ratchet_states_its_cause.py		issue #1704 landed as 589a16e1c "[v1.10.87] four hygiene gates that were red on main, plus the #1704 ra"; this tree is 44 lines behind main and holds 3 authored - a superseded attempt
120	/home/reyerchu/_gk_p855/repo	/home/reyerchu/_gk_p855/base	(detached)	61e1aa879	LANDED_PATCH	2	0	4	39	4	0	0		2026-08-05	LANDED	L1	fix(sta): do not merge per-corner slack across the place-and-route boundary	vibe-ic-marketplace/plugins		present	content already in main (landed_patch); 4 stale authored lines remain
120	/home/reyerchu/_gk_p855/repo	/home/reyerchu/_gk_p855/ctl	(detached)	b4cd68c49	UNLANDED	3	3	588	115	588	0	0		2026-08-05	RECOVER	R2	fix(sta): one row, one basis — a sign-off gate may not go green on a pre-layout number	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/sta_corner_record_completeness_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_sta_corner_record_basis_not_merged.py,vibe-ic-marketplace/plugins/vibe-ic/skills/sta-review/SKILL.md	present	588 lines in 3 file(s) absent from main
120	/home/reyerchu/vibe-ic	/home/reyerchu/_hygiene_shipped_path/wt2	fix/shipped-path-portability	6c0f54cc1	UNLANDED	9	1	153	4276	153	0	0		2026-08-10	RECOVER	R2	fix(hygiene): remove personal home paths from shipped plugin source	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d7_outputs_list_complete.py		153 lines in 1 file(s) absent from main
120	/home/reyerchu/vibe-ic	/home/reyerchu/_i1347	(detached)	7c376e348	LANDED_FILE	0	0	0	0	0	0	1	1347	2026-08-18	LANDED	L0	feat(landing): activate the semantic landing runtime [v1.10.69]				holds 0 lines main lacks (it is 0 lines BEHIND main)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_feas/wt	jppa/feasibility-and-pareto	59fb763e8	UNLANDED	10	10	2980	0	2878	0	0		2026-08-21	RECOVER	R2	ppa: the hard feasibility gate and a Pareto frontier nobody can collapse	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/feasibility.py,vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/pareto.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_feasibility_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_pareto_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_feasibility.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_feasibility_mutations.py		2878 authored lines absent from main (+102 regenerable)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_prscope/tree	jppa-prscope	724d914a4	UNLANDED	2	2	1212	0	1067	0	0		2026-08-21	RECOVER	R2	ppa: the Appendix C checklist decides its own applicability	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_pr_scope_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_pr_scope_checklist.v1.json		1067 authored lines absent from main (+145 regenerable)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_prscope/wt-jppa-prscope	jppa-prscope-ppa-pr-scope-check	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_report/base	(detached)	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_report/wt	jppa/report-and-claims	19bfb5d1f	UNLANDED	5	5	2298	0	2157	0	0		2026-08-21	RECOVER	R2	ppa: a citation must survive the width the author wrapped at	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_page_claim_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_report_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_page_claim_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_report_gen.py,vibe-ic-marketplace/plugins/vibe-ic/schemas/ppa/claims.v1.schema.json		2157 authored lines absent from main (+141 regenerable)
120	/home/reyerchu/vibe-ic	/home/reyerchu/_nrec	(detached)	83a75ba0f	UNLANDED	12	10	266	1360	264	0	0		2026-08-19	LANDED	L3	fix(landing): refuse once when the test runtime cannot look, and give it a host lane	tools/ci,tools/gatekeeper-land.sh,tools/phase1_engine,vibe-ic-marketplace/plugins	tools/ci/protected_landing_transition.json,tools/ci/test_landing_runtime_preflight_gate.py,tools/ci/test_phase_b_activated_parity.py,tools/gatekeeper-land.sh,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/ci_harness_timeout_ceiling_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/landing_pytest_runtime_preflight.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_landing_pytest_runtime_preflight.py		this tip landed in main under the same prose; tree is 1360 lines behind
120	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_MEGA2	_pg_MEGA2	6b6f248ea	UNLANDED	150	81	24146	29370	7867	0	0		2026-08-14	ABANDON	A3	[v1.10.40] candidate batch MEGA2	benchmark-data/ic,.claude-plugin/marketplace.json,README.md,tools/ci,tools/gatekeeper-land.sh,tools/gatekeeper-verify-merge.sh	README.md,benchmark-data/ic/spm/SOURCE_MANIFEST.md,benchmark-data/ic/spm/v1.9.96_gf180mcuD/reports/write_ledger.json,tools/_liar_census_trace.py,tools/ci/_gate_dispatch.sh,tools/ci/aggregate_host_independence.py,tools/ci/repo_hygiene_gates.sh,tools/gatekeeper-land.sh,tools/gatekeeper-verify-merge.sh,tools/liar_census.py,tools/test_liar_census.py,tools/vibeic-eda/EDA_FORK_SYNC_LOG.md,vibe-ic-marketplace/README.md		spent landing staging tree for v1.10.40; main is v1.11.18
120	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_N2	_pg_N2	67939b778	UNLANDED	65	43	3655	16831	3473	0	0		2026-08-13	ABANDON	A3	[v1.10.37] candidate batch N2	benchmark-data/evidence_citation_baseline.json,.claude-plugin/marketplace.json,README.md,tools/ci,tools/git-hooks,tools/liar_census.py	README.md,benchmark-data/evidence_citation_baseline.json,tools/ci/_gate_dispatch.sh,tools/ci/_published_cell_corpus.sh,tools/ci/aggregate_host_independence.py,tools/ci/repo_hygiene_gates.sh,tools/git-hooks/pre-push,tools/liar_census.py,tools/test_liar_census.py,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml		spent landing staging tree for v1.10.37; main is v1.11.18
120	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_P2	_pg_P2	54a0106a5	UNLANDED	131	47	3064	15479	2944	0	0		2026-08-13	ABANDON	A3	[v1.10.36] candidate batch P2	benchmark-data/evidence_citation_baseline.json,.claude-plugin/marketplace.json,docs/ENGINEERING_METRICS.md,docs/INSTALL.md,README.md,tools/ci	README.md,benchmark-data/evidence_citation_baseline.json,docs/ENGINEERING_METRICS.md,docs/INSTALL.md,tools/ci/_gate_dispatch.sh,tools/ci/aggregate_host_independence.py,tools/git-hooks/pre-push,tools/liar_census.py,tools/test_liar_census.py,tools/vibeic-eda/EDA_FORK_SYNC_LOG.md,tools/vibeic-eda/README.md,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml		spent landing staging tree for v1.10.36; main is v1.11.18
120	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_Q1	_pg_Q1	94b016485	UNLANDED	27	18	758	6681	614	0	0		2026-08-14	ABANDON	A3	[v1.10.40] candidate batch Q1	benchmark-data/ic,.claude-plugin/marketplace.json,NOTICE,README.md,tools/ci,vibe-ic-marketplace/.claude-plugin	README.md,benchmark-data/ic/spm/SOURCE_MANIFEST.md,tools/ci/repo_hygiene_gates.sh,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/bundled_attribution_notice_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/README.md		spent landing staging tree for v1.10.40; main is v1.11.18
